actor_1_name,movie_title,genres,title_year,imdb_score,movie_facebook_likes
Leonardo DiCaprio,Blood Diamond,Adventure|Drama|Thriller,2006,8,14000
Leonardo DiCaprio,The Wolf of Wall Street,Biography|Comedy|Crime|Drama,2013,8.2,138000
Michael Gough,Batman Forever,Action|Adventure|Fantasy,1995,5.4,0
Jake Busey,Starship Troopers,Action|Sci-Fi|War,1997,7.2,0
Tom Hanks,Cloud Atlas,Drama|Sci-Fi,2012,7.5,124000
Abbie Cornish,Legend of the Guardians: The Owls of Ga'Hoole,Action|Adventure|Animation|Family|Fantasy,2010,7,16000
Frances Conroy,Catwoman,Action|Crime|Fantasy|Romance|Thriller,2004,3.3,0
Dwayne Johnson,Hercules,Action|Adventure,2014,6,21000
Joseph Gordon-Levitt,Treasure Planet,Adventure|Animation|Family|Sci-Fi,2002,7.1,0
Will Ferrell,Land of the Lost,Adventure|Comedy|Sci-Fi,2009,5.4,0
Jason Statham,The Expendables 3,Action|Adventure|Thriller,2014,6.1,56000
Ray Winstone,Point Break,Action|Crime|Sport|Thriller,2015,5.3,37000
Jamie Kennedy,Son of the Mask,Comedy|Family|Fantasy,2005,2.2,881
Chris Hemsworth,In the Heart of the Sea,Action|Adventure|Biography|Drama|History|Thriller,2015,7,27000
Rosario Dawson,The Adventures of Pluto Nash,Action|Comedy|Sci-Fi,2002,3.8,416
Matt Damon,Green Zone,Action|Drama|Thriller|War,2010,6.9,0
Francesca Capaldi,The Peanuts Movie,Adventure|Animation|Comedy|Family,2015,7.2,33000
Ben Gazzara,The Spanish Prisoner,Drama|Mystery|Thriller,1997,7.3,578
Dwayne Johnson,The Mummy Returns,Action|Adventure|Fantasy|Thriller,2001,6.3,0
Leonardo DiCaprio,Gangs of New York,Crime|Drama,2002,7.5,0
Christian Bale,The Flowers of War,Drama|History|Romance|War,2011,7.6,13000
Jeff Bridges,Surf's Up,Animation|Comedy|Family|Sport,2007,6.8,0
Jon Lovitz,The Stepford Wives,Comedy|Sci-Fi|Thriller,2004,5.2,0
Ioan Gruffudd,Black Hawk Down,Drama|History|War,2001,7.7,10000
Will Ferrell,The Campaign,Comedy,2012,6.2,18000
Milla Jovovich,The Fifth Element,Action|Adventure|Sci-Fi,1997,7.7,18000
Chris Noth,Sex and the City 2,Comedy|Drama|Romance,2010,4.3,0
Frank Welker,The Road to El Dorado,Adventure|Animation|Comedy|Family|Romance,2000,6.9,0
Peter Dinklage,Ice Age: Continental Drift,Adventure|Animation|Comedy|Family,2012,6.6,14000
Hayley Atwell,Cinderella,Drama|Family|Fantasy|Romance,2015,7,56000
Michael Imperioli,The Lovely Bones,Drama|Fantasy|Thriller,2009,6.7,16000
Alexander Gould,Finding Nemo,Adventure|Animation|Comedy|Family,2003,8.2,11000
Orlando Bloom,The Lord of the Rings: The Return of the King,Action|Adventure|Drama|Fantasy,2003,8.9,16000
Christopher Lee,The Lord of the Rings: The Two Towers,Action|Adventure|Drama|Fantasy,2002,8.7,10000
Jeff Bridges,Seventh Son,Action|Adventure|Fantasy,2014,5.5,16000
Angelina Jolie Pitt,Lara Croft: Tomb Raider,Action|Adventure|Fantasy|Thriller,2001,5.7,0
Johnny Depp,Transcendence,Drama|Mystery|Romance|Sci-Fi|Thriller,2014,6.3,37000
Michael Jeter,Jurassic Park III,Action|Adventure|Sci-Fi|Thriller,2001,5.9,0
James Franco,Rise of the Planet of the Apes,Action|Drama|Sci-Fi|Thriller,2011,7.6,47000
Martin Short,The Spiderwick Chronicles,Adventure|Family|Fantasy,2008,6.6,0
Bruce Willis,A Good Day to Die Hard,Action|Thriller,2013,5.3,66000
Dennis Quaid,The Alamo,Drama|History|War|Western,2004,6,701
Holly Hunter,The Incredibles,Action|Adventure|Animation|Family,2004,8,0
Christopher Masterson,Cutthroat Island,Action|Adventure|Comedy,1995,5.6,1000
Logan Lerman,Percy Jackson & the Olympians: The Lightning Thief,Adventure|Family|Fantasy,2010,5.9,9000
Will Smith,Men in Black,Adventure|Comedy|Family|Mystery|Sci-Fi,1997,7.3,0
Tom Hanks,Toy Story 2,Adventure|Animation|Comedy|Family|Fantasy,1999,7.9,0
Denzel Washington,Unstoppable,Action|Thriller,2010,6.8,18000
Mei Melançon,Rush Hour 2,Action|Comedy|Crime|Thriller,2001,6.6,0
Harrison Ford,What Lies Beneath,Drama|Fantasy|Horror|Mystery|Thriller,2000,6.6,0
Will Forte,Cloudy with a Chance of Meatballs,Animation|Comedy|Family|Sci-Fi,2009,7,0
Denis Leary,Ice Age: Dawn of the Dinosaurs,Action|Adventure|Animation|Comedy|Family,2009,7,0
Adam Scott,The Secret Life of Walter Mitty,Adventure|Comedy|Drama|Fantasy|Romance,2013,7.3,70000
Bill Murray,Charlie's Angels,Action|Adventure|Comedy|Crime|Thriller,2000,5.5,0
Leonardo DiCaprio,The Departed,Crime|Drama|Thriller,2006,8.5,29000
Ming-Na Wen,Mulan,Adventure|Animation|Family|Fantasy|Musical|War,1998,7.5,12000
Robert Downey Jr.,Tropic Thunder,Action|Comedy,2008,7,0
Robin Wright,The Girl with the Dragon Tattoo,Crime|Drama|Mystery|Thriller,2011,7.8,54000
Bruce Willis,Die Hard with a Vengeance,Action|Adventure|Thriller,1995,7.6,0
Robert Downey Jr.,Sherlock Holmes,Action|Adventure|Crime|Mystery|Thriller,2009,7.6,20000
Morgan Freeman,Ben-Hur,Adventure|Drama|History,2016,6.1,0
Leonard Nimoy,Atlantis: The Lost Empire,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,2001,6.8,0
Bella Thorne,Alvin and the Chipmunks: The Road Chip,Adventure|Animation|Comedy|Family|Fantasy|Music,2015,5,0
Tom Cruise,Valkyrie,Drama|History|Thriller|War,2008,7.1,0
Adam Sandler,You Don't Mess with the Zohan,Action|Comedy,2008,5.5,0
Peter Dinklage,Pixels,Action|Animation|Comedy|Sci-Fi,2015,5.6,39000
Haley Joel Osment,A.I. Artificial Intelligence,Adventure|Drama|Sci-Fi,2001,7.1,11000
Marsha Thomason,The Haunted Mansion,Comedy|Family|Fantasy|Horror|Mystery,2003,4.9,988
Matthew McConaughey,Contact,Drama|Mystery|Sci-Fi|Thriller,1997,7.4,15000
Greg Grunberg,Hollow Man,Action|Horror|Sci-Fi|Thriller,2000,5.7,0
Curtiss Cook,The Interpreter,Crime|Mystery|Thriller,2005,6.4,0
Logan Lerman,Percy Jackson: Sea of Monsters,Adventure|Family|Fantasy,2013,5.9,28000
Gerard Butler,Lara Croft Tomb Raider: The Cradle of Life,Action|Adventure|Fantasy,2003,5.5,0
Daniel Radcliffe,Now You See Me 2,Action|Adventure|Comedy|Crime|Mystery|Thriller,2016,6.9,15000
Alun Armstrong,The Saint,Action|Adventure|Romance|Sci-Fi|Thriller,1997,6.2,0
Brad Pitt,Spy Game,Action|Crime|Thriller,2001,7,0
Don Cheadle,Mission to Mars,Adventure|Sci-Fi|Thriller,2000,5.6,0
Anne Hathaway,Rio,Adventure|Animation|Comedy|Family|Musical,2011,7,19000
Robin Williams,Bicentennial Man,Comedy|Drama|Sci-Fi,1999,6.8,0
Don Cheadle,Volcano,Action|Drama|Sci-Fi|Thriller,1997,5.4,2000
Harrison Ford,The Devil's Own,Action|Crime|Drama|Thriller,1997,6.1,979
Liam Neeson,K-19: The Widowmaker,Drama|History|Thriller|War,2002,6.7,0
Tim Blake Nelson,Fantastic Four,Action|Adventure|Sci-Fi,2015,4.3,41000
William Smith,Conan the Barbarian,Adventure|Fantasy,1982,6.9,0
Paddy Considine,Cinderella Man,Biography|Drama|Sport,2005,8,0
Shirley Henderson,The Nutcracker in 3D,Action|Family|Fantasy|Musical,2010,4.4,788
Jeff Bridges,Seabiscuit,Drama|History|Sport,2003,7.3,0
Philip Seymour Hoffman,Twister,Action|Adventure|Drama|Thriller,1996,6.3,0
Paul Walker,The Fast and the Furious,Action|Crime|Thriller,2001,6.7,14000
Tom Hanks,Cast Away,Adventure|Drama|Romance,2000,7.7,23000
Robin Williams,Happy Feet,Animation|Comedy|Family|Music|Romance,2006,6.5,0
Matt Damon,The Bourne Supremacy,Action|Mystery|Thriller,2004,7.8,0
Harrison Ford,Air Force One,Action|Adventure|Drama|Thriller,1997,6.4,0
Brad Pitt,Ocean's Eleven,Crime|Thriller,2001,7.8,0
Milla Jovovich,The Three Musketeers,Action|Adventure|Romance,2011,5.8,19000
Steve Buscemi,Hotel Transylvania,Animation|Comedy|Family|Fantasy,2012,7.1,28000
Jeff Bennett,Enchanted,Animation|Comedy|Family|Fantasy|Musical|Romance,2007,7.1,0
Caroline Dhavernas,Hannibal            ,Crime|Drama|Horror|Mystery|Thriller,,8.6,59000
Denzel Washington,Safe House,Action|Crime|Mystery|Thriller,2012,6.8,19000
Ioan Gruffudd,102 Dalmatians,Adventure|Comedy|Family,2000,4.8,372
Matthew Broderick,Tower Heist,Action|Comedy|Crime,2011,6.2,0
Kate Winslet,The Holiday,Comedy|Romance,2006,6.9,19000
Will Smith,Enemy of the State,Action|Crime|Drama|Mystery|Thriller,1998,7.3,0
Meryl Streep,It's Complicated,Comedy|Drama|Romance,2009,6.6,0
Al Pacino,Ocean's Thirteen,Crime|Thriller,2007,6.9,0
Jon Favreau,Open Season,Adventure|Animation|Comedy|Family,2006,6.2,863
Kate Winslet,Divergent,Adventure|Mystery|Sci-Fi,2014,6.7,49000
Bob Hoskins,Enemy at the Gates,Drama|History|War,2001,7.6,0
Dwayne Johnson,The Rundown,Action|Adventure|Comedy|Thriller,2003,6.7,0
F. Murray Abraham,Last Action Hero,Action|Adventure|Comedy|Fantasy,1993,6.2,0
Li Gong,Memoirs of a Geisha,Drama|Romance,2005,7.3,0
Amber Stevens West,The Fast and the Furious: Tokyo Drift,Action|Crime|Thriller,2006,6,0
Jim Broadbent,Arthur Christmas,Adventure|Animation|Comedy|Family|Fantasy,2011,7.1,0
Anthony Hopkins,Meet Joe Black,Drama|Fantasy|Romance,1998,7.1,10000
Raymond Cruz,Collateral Damage,Action|Drama|Thriller,2002,5.5,941
Roy Scheider,All That Jazz,Comedy|Drama|Music|Musical,1979,7.8,0
Julia Roberts,Mirror Mirror,Adventure|Comedy|Drama|Family|Fantasy,2012,5.6,18000
Anna Kendrick,Scott Pilgrim vs. the World,Action|Comedy|Fantasy|Romance,2010,7.5,36000
Glenn Morshower,The Core,Action|Adventure|Sci-Fi|Thriller,2003,5.4,0
Larry Miller,Nutty Professor II: The Klumps,Comedy|Romance|Sci-Fi,2000,4.3,374
Sarah Michelle Gellar,Scooby-Doo,Adventure|Comedy|Mystery,2002,4.9,0
Wood Harris,Dredd,Action|Sci-Fi,2012,7.1,46000
Adam Sandler,Click,Comedy|Drama|Fantasy|Romance,2006,6.4,7000
Ted Danson,Creepshow,Comedy|Fantasy|Horror,1982,6.9,0
Jack McBrayer,Cats & Dogs: The Revenge of Kitty Galore,Action|Comedy|Family|Fantasy,2010,4.3,0
Kristen Stewart,Jumper,Action|Adventure|Sci-Fi|Thriller,2008,6.1,0
Seth MacFarlane,Hellboy II: The Golden Army,Action|Adventure|Fantasy|Horror|Sci-Fi,2008,7,3000
Robert Downey Jr.,Zodiac,Crime|Drama|History|Mystery|Thriller,2007,7.7,12000
Robert Duvall,The 6th Day,Action|Mystery|Sci-Fi|Thriller,2000,5.9,0
Morgan Freeman,Bruce Almighty,Comedy|Drama,2003,6.7,0
Jason Statham,The Expendables,Action|Adventure|Thriller,2010,6.5,57000
Tom Cruise,Mission: Impossible,Action|Adventure|Thriller,1996,7.1,0
Jennifer Lawrence,The Hunger Games,Adventure|Drama|Sci-Fi|Thriller,2012,7.3,140000
Bradley Cooper,The Hangover Part II,Comedy,2011,6.5,56000
Michael Gough,Batman Returns,Action,1992,7,0
Bruce Willis,Over the Hedge,Adventure|Animation|Comedy|Family,2006,6.8,0
Tia Carrere,Lilo & Stitch,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,2002,7.2,0
Steve Buscemi,Charlotte's Web,Comedy|Family|Fantasy,2006,6.4,0
Morgan Freeman,Deep Impact,Action|Drama|Romance|Sci-Fi|Thriller,1998,6.1,0
Bruce Willis,RED 2,Action|Comedy|Crime|Thriller,2013,6.7,22000
Adam Sandler,The Longest Yard,Comedy|Crime|Sport,2005,6.4,0
Amy Poehler,Alvin and the Chipmunks: Chipwrecked,Adventure|Animation|Comedy|Family|Fantasy|Music,2011,4.4,0
Steve Buscemi,Grown Ups 2,Comedy,2013,5.4,14000
Bill Murray,Get Smart,Action|Adventure|Comedy,2008,6.5,0
Keanu Reeves,Something's Gotta Give,Comedy|Drama|Romance,2003,6.7,0
Leonardo DiCaprio,Shutter Island,Mystery|Thriller,2010,8.1,53000
Jon Favreau,Four Christmases,Comedy|Drama|Romance,2008,5.6,0
Jim Broadbent,Robots,Adventure|Animation|Comedy|Family|Sci-Fi,2005,6.3,0
Nicolas Cage,Face/Off,Action|Crime|Sci-Fi|Thriller,1997,7.3,11000
Adam Sandler,Bedtime Stories,Comedy|Family|Fantasy|Romance,2008,6.1,0
Tom Hanks,Road to Perdition,Crime|Drama|Thriller,2002,7.7,0
Adam Sandler,Just Go with It,Comedy|Romance,2011,6.4,19000
Elden Henson,Daredevil            ,Action|Adventure|Crime|Drama|Sci-Fi|Thriller,,8.8,55000
Steve Buscemi,Con Air,Action|Crime|Thriller,1997,6.8,0
Rosario Dawson,Eagle Eye,Action|Mystery|Thriller,2008,6.6,0
Philip Seymour Hoffman,Cold Mountain,Adventure|Drama|History|Romance|War,2003,7.2,0
Denzel Washington,The Book of Eli,Action|Adventure|Drama|Thriller,2010,6.9,20000
Robin Williams,Flubber,Comedy|Family|Sci-Fi,1997,5.2,0
Liam Neeson,The Haunting,Fantasy|Horror|Mystery|Thriller,1999,4.9,0
Bill Murray,Space Jam,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,1996,6.3,0
Roger Rees,The Pink Panther,Adventure|Comedy|Crime|Family|Mystery,2006,5.6,0
Keanu Reeves,The Day the Earth Stood Still,Drama|Sci-Fi|Thriller,2008,5.5,0
Julia Roberts,Conspiracy Theory,Action|Crime|Mystery|Romance|Thriller,1997,6.7,0
Brad Pitt,Fury,Action|Drama|War,2014,7.6,82000
Harrison Ford,Six Days Seven Nights,Action|Adventure|Comedy|Romance,1998,5.7,0
Justin Timberlake,Yogi Bear,Adventure|Animation|Comedy|Family,2010,4.6,0
Matt Damon,Spirit: Stallion of the Cimarron,Adventure|Animation|Family|Western,2002,7,4000
Rosario Dawson,Zookeeper,Comedy|Family|Romance,2011,5.2,0
Gary Oldman,Lost in Space,Action|Adventure|Family|Sci-Fi|Thriller,1998,5.1,0
Denzel Washington,The Manchurian Candidate,Drama|Mystery|Sci-Fi|Thriller,2004,6.6,0
Vanessa Redgrave,Déj Vu,Drama|Romance,1997,7,91
Steve Buscemi,Hotel Transylvania 2,Animation|Comedy|Family|Fantasy,2015,6.7,16000
Elizabeth Montgomery,Bewitched            ,Comedy|Family|Fantasy,,7.6,0
Quincy Jones,Fantasia 2000,Animation|Family|Fantasy|Music,1999,7.3,607
Mark Addy,The Time Machine,Action|Adventure|Sci-Fi,2002,5.9,3000
Charlize Theron,Mighty Joe Young,Action|Adventure|Family|Fantasy|Thriller,1998,5.6,0
Hugh Jackman,Swordfish,Action|Crime|Thriller,2001,6.5,0
Michael Emerson,The Legend of Zorro,Action|Adventure|Western,2005,5.9,951
Robin Williams,What Dreams May Come,Drama|Fantasy|Romance,1998,7,32000
Adam Sandler,Little Nicky,Comedy|Fantasy,2000,5.3,0
Matt Damon,The Brothers Grimm,Action|Adventure|Comedy|Fantasy|Thriller,2005,5.9,0
Natalie Portman,Mars Attacks!,Action|Comedy|Sci-Fi,1996,6.3,0
Nissim Renard,Evolution,Drama|Horror|Mystery|Sci-Fi,2015,6.4,257
Anthony Hopkins,The Edge,Action|Adventure|Drama|Thriller,1997,6.9,0
Bruce Willis,Surrogates,Action|Sci-Fi|Thriller,2009,6.3,0
Bruce Greenwood,Thirteen Days,Drama|History|Thriller,2000,7.3,0
Sylvester Stallone,Daylight,Action|Adventure|Drama|Thriller,1996,5.8,0
Charlie Rowe,Walking with Dinosaurs 3D,Adventure|Animation|Family,2013,5.2,0
Richard Tyson,Battlefield Earth,Action|Adventure|Sci-Fi,2000,2.4,0
Brendan Fraser,Looney Tunes: Back in Action,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,2003,5.7,665
Fergie,Nine,Drama|Musical|Romance,2009,5.8,0
Paul Walker,Timeline,Action|Adventure|Sci-Fi,2003,5.6,0
Olivia Williams,The Postman,Action|Adventure|Drama|Sci-Fi,1997,6,0
Adam Goldberg,Babe: Pig in the City,Adventure|Comedy|Drama|Family|Fantasy,1998,5.8,964
Vin Diesel,The Last Witch Hunter,Action|Adventure|Fantasy,2015,6,21000
Bob Neill,Red Planet,Action|Sci-Fi|Thriller,2000,5.7,995
Mia Farrow,Arthur and the Invisibles,Adventure|Animation|Family|Fantasy,2006,6,941
Pedro Armendáriz Jr.,Oceans,Documentary|Drama,2009,7.8,0
David Oyelowo,A Sound of Thunder,Action|Adventure|Horror|Sci-Fi|Thriller,2005,4.2,785
Sasha Roiz,Pompeii,Action|Adventure|Drama|History|Romance,2014,5.6,20000
Sariann Monaco,Top Cat Begins,Animation|Family,2015,4.4,138
Adam Goldberg,A Beautiful Mind,Biography|Drama,2001,8.2,29000
Matthew Broderick,The Lion King,Adventure|Animation|Drama|Family|Musical,1994,8.5,17000
Josh Hutcherson,Journey 2: The Mysterious Island,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,2012,5.8,0
Will Forte,Cloudy with a Chance of Meatballs 2,Animation|Comedy|Family|Fantasy|Sci-Fi,2013,6.5,15000
Philip Seymour Hoffman,Red Dragon,Crime|Drama|Thriller,2002,7.2,0
J.K. Simmons,Hidalgo,Action|Adventure|Western,2004,6.7,0
Al Pacino,Jack and Jill,Comedy,2011,3.4,0
Paul Walker,2 Fast 2 Furious,Action|Crime|Thriller,2003,5.9,0
Jeff Bridges,The Little Prince,Adventure|Animation|Drama|Family|Fantasy,2015,7.8,31000
Roger Rees,The Invasion,Sci-Fi|Thriller,2007,5.9,0
Robert De Niro,The Adventures of Rocky & Bullwinkle,Adventure|Animation|Comedy|Family|Fantasy,2000,4.1,413
Steve Coogan,The Secret Life of Pets,Animation|Comedy|Family,2016,6.8,36000
Jason Flemyng,The League of Extraordinary Gentlemen,Action|Adventure|Fantasy|Sci-Fi,2003,5.8,0
Steve Carell,Despicable Me 2,Animation|Comedy|Family|Sci-Fi,2013,7.5,56000
Will Smith,Independence Day,Action|Adventure|Sci-Fi,1996,6.9,16000
Ariana Richards,The Lost World: Jurassic Park,Action|Adventure|Sci-Fi,1997,6.5,0
Jada Pinkett Smith,Madagascar,Adventure|Animation|Comedy|Family,2005,6.9,0
Charlie Hunnam,Children of Men,Drama|Sci-Fi|Thriller,2006,7.9,17000
Hugh Jackman,X-Men,Action|Adventure|Sci-Fi,2000,7.4,0
Angelina Jolie Pitt,Wanted,Action|Crime|Fantasy|Thriller,2008,6.7,0
Nicolas Cage,The Rock,Action|Adventure|Thriller,1996,7.4,51000
Denis Leary,Ice Age: The Meltdown,Action|Adventure|Animation|Comedy|Family|Fantasy,2006,6.9,0
Adam Sandler,50 First Dates,Comedy|Romance,2004,6.8,11000
Jerry Stiller,Hairspray,Comedy|Drama|Family|Music|Musical|Romance,2007,6.7,0
James D'Arcy,Exorcist: The Beginning,Horror|Mystery|Thriller,2004,5.1,893
Matthew Broderick,Inspector Gadget,Action|Adventure|Comedy|Family|Sci-Fi,1999,4.1,509
Morgan Freeman,Now You See Me,Crime|Mystery|Thriller,2013,7.3,105000
Steve Buscemi,Grown Ups,Comedy,2010,6,12000
Tom Hanks,The Terminal,Comedy|Drama,2004,7.3,16000
Harold Perrineau,Constantine            ,Drama|Fantasy|Horror|Thriller,,7.5,10000
Don Cheadle,Hotel for Dogs,Comedy|Family,2009,5.4,1000
Nicholas Lea,Vertical Limit,Action|Adventure|Drama|Thriller,2000,5.9,0
Philip Seymour Hoffman,Charlie Wilson's War,Biography|Comedy|Drama|History,2007,7.1,0
Robert De Niro,Shark Tale,Adventure|Animation|Comedy|Family,2004,6,0
Loretta Devine,Dreamgirls,Drama|Music|Musical,2006,6.5,0
Adam Arkin,Life            ,Crime|Drama|Mystery,,8.3,0
Dwayne Johnson,Be Cool,Comedy|Crime|Music,2005,5.7,0
Ayelet Zurer,Munich,Drama|History|Thriller,2005,7.6,0
Bruce Willis,Tears of the Sun,Action|Drama|Thriller|War,2003,6.6,0
Tom Selleck,Killers,Action|Comedy|Romance|Thriller,2010,5.4,0
Henry Cavill,The Man from U.N.C.L.E.,Action|Adventure|Comedy,2015,7.3,43000
Adam Sandler,Spanglish,Comedy|Drama|Romance,2004,6.5,0
Steve Buscemi,Monster House,Animation|Comedy|Family|Fantasy|Mystery,2006,6.6,0
Bruce Willis,Bandits,Comedy|Crime|Drama|Romance,2001,6.6,0
Julia Ormond,First Knight,Action|Adventure|Romance|Thriller,1995,5.9,0
Bai Ling,Anna and the King,Drama|History|Romance,1999,6.7,0
Henry Cavill,Immortals,Action|Drama|Fantasy|Romance,2011,6.1,30000
Jimmy Bennett,Hostage,Action|Crime|Drama|Mystery|Thriller,2005,6.6,0
Matt Damon,Titan A.E.,Action|Adventure|Animation|Family|Sci-Fi,2000,6.6,0
Harrison Ford,Hollywood Homicide,Action|Comedy|Crime|Thriller,2003,5.3,648
Connie Nielsen,Soldier,Action|Drama|Sci-Fi,1998,6,0
Christopher Meloni,Carriers,Drama|Horror|Sci-Fi|Thriller,2009,6,0
Brendan Fraser,Monkeybone,Animation|Comedy|Fantasy,2001,4.7,683
Dennis Quaid,Flight of the Phoenix,Action|Adventure|Drama|Thriller,2004,6.1,1000
Robin Wright,Unbreakable,Drama|Mystery|Sci-Fi|Thriller,2000,7.2,0
Steve Carell,Minions,Action|Animation|Comedy|Family|Sci-Fi,2015,6.4,70000
Jon Hamm,Sucker Punch,Action|Fantasy,2011,6.1,42000
Nicolas Cage,Snake Eyes,Crime|Mystery|Thriller,1998,5.9,880
Peter Coyote,Sphere,Drama|Mystery|Sci-Fi|Thriller,1998,6,0
Peter Dinklage,The Angry Birds Movie,Action|Animation|Comedy|Family,2016,6.3,14000
Matthew McConaughey,Fool's Gold,Action|Adventure|Comedy|Romance|Thriller,2008,5.6,0
Adam Sandler,Funny People,Comedy|Drama,2009,6.4,0
Jennifer Garner,The Kingdom,Action|Drama|Thriller,2007,7.1,0
Will Ferrell,Talladega Nights: The Ballad of Ricky Bobby,Action|Comedy|Sport,2006,6.6,0
Raven-Symoné,Dr. Dolittle 2,Comedy|Family|Fantasy,2001,4.6,266
Mhairi Calvey,Braveheart,Biography|Drama|History|War,1995,8.4,17000
Jake Gyllenhaal,Jarhead,Action|Drama|War,2005,7.1,0
Albert Brooks,The Simpsons Movie,Adventure|Animation|Comedy,2007,7.4,0
Martin Landau,The Majestic,Drama|Romance,2001,6.9,0
Sylvester Stallone,Driven,Action|Drama|Sport,2001,4.5,886
David Gant,Two Brothers,Adventure|Drama|Family,2004,7.1,2000
Bryce Dallas Howard,The Village,Drama|Mystery|Romance|Thriller,2004,6.5,0
Oliver Platt,Doctor Dolittle,Comedy|Family|Fantasy,1998,5.3,694
Rory Culkin,Signs,Drama|Sci-Fi|Thriller,2002,6.7,0
Rupert Everett,Shrek 2,Adventure|Animation|Comedy|Family|Fantasy|Romance,2004,7.2,0
John Ratzenberger,Cars,Adventure|Animation|Comedy|Family|Sport,2006,7.2,0
Julia Roberts,Runaway Bride,Comedy|Romance,1999,5.5,0
Vin Diesel,xXx,Action|Adventure|Thriller,2002,5.8,10000
Tim Conway,The SpongeBob Movie: Sponge Out of Water,Adventure|Animation|Comedy|Family|Fantasy,2015,6,16000
Lili Taylor,Ransom,Crime|Thriller,1996,6.6,1000
Michael Fassbender,Inglourious Basterds,Adventure|Drama|War,2009,8.3,42000
Robin Williams,Hook,Adventure|Comedy|Family|Fantasy,1991,6.7,13000
Dwayne Johnson,Hercules,Action|Adventure,2014,6,21000
Bruce Willis,Die Hard 2,Action|Thriller,1990,7.1,0
Jeremy Renner,S.W.A.T.,Action|Adventure|Crime|Thriller,2003,6,0
Nicole Beharie,Sleepy Hollow            ,Adventure|Drama|Fantasy|Mystery|Thriller,,7.5,14000
Tom Cruise,Vanilla Sky,Fantasy|Mystery|Romance|Sci-Fi|Thriller,2001,6.9,0
Bryce Dallas Howard,Lady in the Water,Drama|Fantasy|Mystery|Thriller,2006,5.6,0
Sanaa Lathan,AVP: Alien vs. Predator,Action|Horror|Sci-Fi|Thriller,2004,5.6,0
Amy Poehler,Alvin and the Chipmunks: The Squeakquel,Animation|Comedy|Family|Fantasy|Music,2009,4.5,2000
Jon Hamm,We Were Soldiers,Action|Drama|History|War,2002,7.1,5000
Gerard Butler,Olympus Has Fallen,Action|Thriller,2013,6.5,45000
LeVar Burton,Star Trek: Insurrection,Action|Adventure|Sci-Fi|Thriller,1998,6.4,1000
Noel Fisher,Battle Los Angeles,Action|Sci-Fi,2011,5.8,25000
Steve Buscemi,Big Fish,Adventure|Drama|Fantasy,2003,8,26000
